HostCorrectedName_MSW05	ParasiteCorrectedName	LocationName	LongitudeDecimal	LatitudeDecimal	Accuracy	Extent_km2	TotalPrevalence	Citation	HostCorrectedName	CoatReflectance	CortisolLevels
Pan troglodytes	Ascaris sp.	Gombe	29.61	-4.7	2	2	0.188	Gillespie et al. 2010b	Pan_troglodytes	0.787316027848934	0.240367942265883
Alouatta seniculus	Ascaris sp.	Tampobata Research Center	-69.2	-12.7	2	2	0	Phillips et al. 2004	Alouatta_seniculus	1.24006084003726	0.205518958647777
Aotus vociferans	Ascaris sp.	Tampobata Research Center	-69.2	-12.7	2	2	0.4	Phillips et al. 2004	Aotus_vociferans	0.865917139291396	0.0668648455960637
Cebus albifrons	Ascaris sp.	Tampobata Research Center	-69.2	-12.7	2	2	0	Phillips et al. 2004	Cebus_albifrons	0.656233872201081	0.77934894045657
Cebus apella	Ascaris sp.	Tampobata Research Center	-69.2	-12.7	2	2	0.1	Phillips et al. 2004	Cebus_apella	1.14243868545941	1.8889451654344
Saguinus fuscicollis	Ascaris sp.	Tampobata Research Center	-69.2	-12.7	2	2	0	Phillips et al. 2004	Saguinus_fuscicollis	0.502929192998212	0.00624538712599374
Saimiri sciureus	Ascaris sp.	Tampobata Research Center	-69.2	-12.7	2	2	0	Phillips et al. 2004	Saimiri_sciureus	1.34964892554485	1.62635403411429
Microcebus murinus	Ascaris sp.	Mandena	46.995	-24.948	2	2	0.01	Raharivololona 2006	Microcebus_murinus	1.09092488599646	1.25169699804205
Cercocebus galeritus	Ascaris sp.	Dzanga-Ndoki	16.26	2.36	1	1	0.87	Lilly et al. 2002	Cercocebus_galeritus	1.5702044204495	3.5068846388933
Gorilla gorilla	Ascaris sp.	Dzanga-Ndoki	16.26	2.36	1	1	0.218	Lilly et al. 2002	Gorilla_gorilla	0.796577171020087	0.169564916880097
Pan troglodytes	Ascaris sp.	Dzanga-Ndoki	16.26	2.36	1	1	0.14	Lilly et al. 2002	Pan_troglodytes	0.358799035389354	0.451643462422832
Saguinus oedipus	Athesmia foxi	COLUMBIA	-72	4	2	3	NA	National Parasite Collection (WWW)	Saguinus_oedipus	0.569529390654732	0.627478056898409
Saguinus oedipus	Athesmia foxi	COLUMBIA	-72	4	2	3	NA	National Parasite Collection (WWW)	Saguinus_oedipus	2.06418813912287	0.100121388891643
Saguinus oedipus	Athesmia foxi	COLUMBIA	-72	4	2	3	NA	National Parasite Collection (WWW)	Saguinus_oedipus	1.35679511656187	1.14208216291293
Saimiri sciureus	Athesmia foxi	COLUMBIA	-72	4	2	3	NA	National Parasite Collection (WWW)	Saimiri_sciureus	1.91963036198915	0.487442583107657
Saguinus mystax	Athesmia heterolecithodes	Loreto	-75	-5	2	2	NA	Tantalean et al. 1990	Saguinus_mystax	0.347326244061362	1.34088647631061
Propithecus coquereli	Babesia propitheci	Ampijoroa	47.2	-16.21	2	2	NA	Irwin and Raharison, 2009	Propithecus_coquereli	1.23724262968272	0.610135397797991
Perodicticus potto	Babesia sp.	LIBERIA	-9.5	6.5	2	3	NA	Baker 1972	Perodicticus_potto	0.813172297354188	0.296653339639004
Pan troglodytes	Bacillus anthracis	Tai	-7.08	5.75	2	2	NA	Leendertz et al. 2004b	Pan_troglodytes	1.24164927205497	0.402065827447395
Pan troglodytes	Bacillus anthracis	Tai	-7.08	5.75	2	2	NA	Leendertz et al. 2006a	Pan_troglodytes	0.972937733318966	0.00310144027952166
Pan troglodytes	Bacillus anthracis	Dja	13.01	3.16	2	2	NA	Leendertz et al. 2006a	Pan_troglodytes	1.04464195207466	0.0302055745073503
Gorilla gorilla	Bacillus anthracis	Dja	13.01	3.16	2	2	NA	Leendertz et al. 2006a	Gorilla_gorilla	0.98308757805451	0.14207455185162
Pan troglodytes	Bacillus anthracis	Tai	-7.08	5.75	2	2	NA	Klee et al. 2006	Pan_troglodytes	1.71976106368143	1.57487595460775
Pan troglodytes	Bacillus anthracis	Dja	13.01	3.16	2	2	NA	Klee et al. 2006	Pan_troglodytes	0.567087064101877	0.244674100156976
Gorilla gorilla	Bacillus anthracis	Dja	13.01	3.16	2	2	NA	Klee et al. 2006	Gorilla_gorilla	1.3152221750257	0.996036926985753
Pan troglodytes	Bacillus anthracis	Dja	13.01	3.16	2	2	NA	Leendertz et al. 2006b	Pan_troglodytes	0.80533606058223	0.526742697133315
Gorilla gorilla	Bacillus anthracis	Dja	13.01	3.16	2	2	NA	Leendertz et al. 2006b	Gorilla_gorilla	0.170848220307361	0.193276069760428
Eulemur macaco	Bacillus cereus	Lokobe	48.3	-13.42	2	2	0.1	Junge and Louis 2007	Eulemur_macaco	0.339846943547748	0.762794590938541
Propithecus deckenii	Bacillus cereus	Tsiombokibo	47.5	-18.9	2	2	0.167	Junge and Louis 2005b	Propithecus_deckenii	1.99903104123808	0.773528338096962
Lemur catta	Bacillus sp.	Tsimanampetsotsa	43.75	-24.08	1	1	0.05	Dutton et al. 2003	Lemur_catta	0.443168395302323	0.219073906648962
Pan troglodytes	Balantidium sp.	Gombe	29.61	-4.7	2	2	0	File et al. 1976	Pan_troglodytes	2.38917782121258	0.0462948383431018
Papio hamadryas	Balantidium coli	Al-Baha	41.5	20	2	2	0.05	Ghandour et al. 1995	Papio_hamadryas	0.840849323695341	0.745721873875883
Papio hamadryas	Balantidium coli	Al-Taif	40.4	21.27	2	2	0.03	Ghandour et al. 1995	Papio_hamadryas	0.272769730467162	0.264988654850144
Papio hamadryas	Balantidium coli	Turabah	41.63	21.21	2	2	0.02	Ghandour et al. 1995	Papio_hamadryas	0.305086212003817	1.1124216517529
Papio hamadryas	Balantidium coli	Al-Rihat	-5.63	34.23	2	2	0	Ghandour et al. 1995	Papio_hamadryas	0.664883695890504	0.480972082982147
Papio hamadryas	Balantidium coli	Al-Akhal	39.85	23.31	2	2	0	Ghandour et al. 1995	Papio_hamadryas	1.92186455369535	0.545562560492536
Papio anubis	Balantidium coli	Kilifi	39.85	-3.63	2	2	1	Myers and Kuntz 1968	Papio_anubis	1.08611067292423	0.566225955098754
Papio anubis	Balantidium coli	Mau Norak	36	-0.6	2	2	0.67	Myers and Kuntz 1968	Papio_anubis	1.91900670649175	0.497273910835452
Pongo pygmaeus	Balantidium coli	Ketambe	97.65	3.68	1	1	0.87	Collet et al. 1986	Pongo_pygmaeus	1.15607875567594	1.65266249705759
Pongo pygmaeus	Balantidium coli	Tanjung Putting	112.55	-3.38	2	2	0.36	Collet et al. 1986	Pongo_pygmaeus	0.604225346963175	0.68191771346507
Papio ursinus	Balantidium coli	Kuiseb River	15.03	-23.55	2	2	0.43	Appleton and Brain 1995	Papio_ursinus	0.181522785508287	0.376102180177854
Papio ursinus	Balantidium coli	Giant's Castle	29.48	-29.23	2	2	0.25	Appleton et al. 1986	Papio_ursinus	1.48668688185506	1.29802368001316
Papio cynocephalus	Balantidium coli	Rift Valley	36	0.5	2	2	0.59	Kuntz and Moore 1973	Papio_cynocephalus	0.369874115940393	0.0710082962710708
Cercocebus galeritus	Balantidium coli	Dzanga-Ndoki	16.26	2.36	1	1	0.75	Lilly et al. 2002	Cercocebus_galeritus	0.0861497678242686	1.66071142411989
Gorilla gorilla	Balantidium coli	Dzanga-Ndoki	16.26	2.36	1	1	0.007	Lilly et al. 2002	Gorilla_gorilla	0.822532497147511	1.89789582363216
Pan troglodytes	Balantidium coli	Dzanga-Ndoki	16.26	2.36	1	1	0.08	Lilly et al. 2002	Pan_troglodytes	1.84133673973122	0.353406592257536
Pan troglodytes	Balantidium coli	Nikolo Koba	-12.71	13.06	2	2	0	McGrew et al. 1989a	Pan_troglodytes	0.38693851199477	0.866951071890963
Papio anubis	Balantidium coli	Gombe	29.61	-4.7	2	2	0.42	McGrew et al. 1989a	Papio_anubis	0.872546498791353	0.277429934864787
Papio papio	Balantidium coli	Nikolo Koba	-12.71	13.06	2	2	0.72	McGrew et al. 1989a	Papio_papio	0.860068520030005	1.12476529501396
Papio anubis	Balantidium coli	Gombe	29.61	-4.7	2	2	0.2	Muller-Graf et al. 1996	Papio_anubis	0.0670874705360532	0.757906806416973
Papio anubis	Balantidium coli	Kimani	37.08	-2.13	1	1	0.56	Myers and Kuntz 1968	Papio_anubis	2.03267951114099	0.481907147558719
Papio cynocephalus	Balantidium coli	Johannesburg	28.08	-26.2	2	2	0.46	Myers et al 1971	Papio_cynocephalus	1.26936254353186	1.50336519710531
Papio ursinus	Balantidium coli	Transvaal	29.75	-25	3	2	0.542	Goldsmid and Rogers 1978	Papio_ursinus	0.263969859935164	0.769640929056435
Pongo abelii	Balantidium coli	Ketambe	97.65	3.68	1	1	0.75	Mul et al. 2007	Pongo_abelii	0.0659094217813542	1.4557996424515
Pongo abelii	Balantidium coli	Ketambe	97.65	3.68	1	1	0.692	Mul et al. 2007	Pongo_abelii	0.718279127341989	1.00590707986671
Pongo abelii	Balantidium coli	Ketambe	97.65	3.68	1	1	0.789	Mul et al. 2007	Pongo_abelii	1.73514274775321	0.160863777256544
Papio anubis	Balantidium coli	Gashaka Gumti	11.7	7.5	2	2	-99	Weyher et al. 2006	Papio_anubis	2.19319754926033	1.35954331926695
Papio anubis	Balantidium coli	Gashaka Gumti	11.7	7.5	2	2	-99	Weyher et al. 2006	Papio_anubis	0.576394135995132	0.372627841729832
Macaca sinica	Balantidium coli	Polonnaruwa	81	7.93	2	2	0.15	Ekanayake et al. 2006	Macaca_sinica	0.848595177142228	0.56764859283497
Macaca sinica	Balantidium coli	Polonnaruwa	81	7.93	2	2	0.12	Ekanayake et al. 2006	Macaca_sinica	0.162744632903186	0.585391651268693
Macaca sinica	Balantidium coli	Polonnaruwa	81	7.93	2	2	0.08	Ekanayake et al. 2006	Macaca_sinica	1.82067117220554	1.64433434830962
Macaca sinica	Balantidium coli	Polonnaruwa	81	7.93	2	2	0.19	Ekanayake et al. 2006	Macaca_sinica	1.83332927032535	0.863775704831792
Papio anubis	Balantidium coli	Gashaka Gumti	11.7	7.5	2	2	1	Weyher 2009	Papio_anubis	0.323614802342167	1.30477935734853
Papio anubis	Balantidium coli	Gashaka Gumti	11.7	7.5	2	2	0.77	Weyher 2009	Papio_anubis	0.258042183755808	0.645943266615989
Macaca sinica	Balantidium coli	Polonnaruwa	81	7.93	2	2	0.135	Ekanayake et al. 2006	Macaca_sinica	1.21306768740686	2.78162016061274
Eulemur rufus	Balantidium coli	Kirindy	44.22	-20.15	2	2	1	Clough 2010	Eulemur_rufus	0.950571390879131	1.83295672698498
Eulemur rufus	Balantidium coli	Kirindy	44.22	-20.15	2	2	1	Clough et al. 2010	Eulemur_rufus	0.899043120706708	0.124085034374931
Eulemur rufus	Balantidium coli	Kirindy	44.22	-20.15	2	2	1	Clough et al. 2010	Eulemur_rufus	0.0547735933778553	0.741640780702127
Pan troglodytes	Balantidium coli	Fongoli	-12.2	12.683	2	2	0	Howells et al. 2010	Pan_troglodytes	0.352597939849458	1.43357836667911
Papio papio	Balantidium coli	Fongoli	-12.2	12.683	2	2	0.118	Howells et al. 2010	Papio_papio	0.595756975595414	0.413779071544902
Pan troglodytes	Balantidium coli	Gombe	29.61	-4.7	2	2	0	Gillespie et al. 2010b	Pan_troglodytes	1.46437400708941	0.034819201103692
Pan troglodytes	Balantidium coli	Gombe	29.61	-4.7	2	2	0	Gillespie et al. 2010b	Pan_troglodytes	1.3998108243571	1.18643600922772
Pan troglodytes	Balantidium coli	Gombe	29.61	-4.7	2	2	0.051	Gillespie et al. 2010b	Pan_troglodytes	1.50809132654331	0.436995086848855
Pan troglodytes	Balantidium coli	Gombe	29.61	-4.7	2	2	0.208	Gillespie et al. 2010b	Pan_troglodytes	1.84507546777738	0.282809060704149
Pan troglodytes	Balantidium coli	Gombe	29.61	-4.7	2	2	0	Gillespie et al. 2010b	Pan_troglodytes	1.46485781417489	1.4428422344015
Pan troglodytes	Balantidium coli	Gombe	29.61	-4.7	2	2	0.035	Gillespie et al. 2010b	Pan_troglodytes	0.900024841596708	0.408743158755544
Pan troglodytes	Balantidium coli	Gombe	29.61	-4.7	2	2	0	Gillespie et al. 2010b	Pan_troglodytes	0.996387485853517	1.03780344616532
Pan troglodytes	Balantidium coli	Gombe	29.61	-4.7	2	2	0.167	Gillespie et al. 2010b	Pan_troglodytes	0.925181853182308	0.0818841966516467
Pan troglodytes	Balantidium coli	Gombe	29.61	-4.7	2	2	0	Gillespie et al. 2010b	Pan_troglodytes	1.16053035044762	0.470594543871461
Pan troglodytes	Balantidium coli	Gombe	29.61	-4.7	2	2	0.128	Gillespie et al. 2010b	Pan_troglodytes	0.44870296687	1.24451192603571
Pan troglodytes	Balantidium coli	Gombe	29.61	-4.7	2	2	0.1	Gillespie et al. 2010b	Pan_troglodytes	0.169916018376569	0.439205978831789
Pan troglodytes	Balantidium coli	Gombe	29.61	-4.7	2	2	0	Gillespie et al. 2010b	Pan_troglodytes	0.484696247149204	0.00732442431790969
Pan troglodytes	Balantidium coli	Gombe	29.61	-4.7	2	2	0.103	Gillespie et al. 2010b	Pan_troglodytes	0.92315626791771	0.0913230323530387
Pan troglodytes	Balantidium coli	Gombe	29.61	-4.7	2	2	0.104	Gillespie et al. 2010b	Pan_troglodytes	0.408953443913429	0.0396600692158263
Cercocebus galeritus	Balantidium coli	Tana River	40.1464	-1.869	2	2	0.333	Mbora and McPeek 2009	Cercocebus_galeritus	0.787610954984935	0.698846041935824
Papio ursinus	Balantidium sp.	Kruger	31.5	-23.83	2	2	0.52	McConnell et al. 1974	Papio_ursinus	0.625727225079443	0.573148819781911
Propithecus verreauxi	Balantidium sp.	Beza Mahafaly	44.67	-23.5	1	1	0	Loudon 2009	Propithecus_verreauxi	0.683755069577679	0.296746614278689
Lemur catta	Balantidium sp.	Beza Mahafaly	44.67	-23.5	1	1	1	Loudon 2009	Lemur_catta	1.47623633119695	2.02073721790584
Pongo pygmaeus	Orthobunyavirus Bunyamwera	Eastern Sabah	117	5.5	2	3	0	Wolfe et al. 2001	Pongo_pygmaeus	1.10023376740869	2.1039102917461
Pongo pygmaeus	Orthobunyavirus Bunyamwera	Sabah	117	5.5	2	3	0	Kilbourn et al. 2003	Pongo_pygmaeus	0.0149405249301996	0.934190392929094
Papio cynocephalus	Bertiella sp.	Kilifi	39.85	-3.63	2	2	NA	National Parasite Collection (WWW)	Papio_cynocephalus	0.696024013077075	0.35290654041305
Papio cynocephalus	Bertiella sp.	Narok	35.86	-1.08	2	2	NA	National Parasite Collection (WWW)	Papio_cynocephalus	0.470769783774719	0.19043486242065
Papio cynocephalus	Bertiella sp.	Narok	35.86	-1.08	2	2	NA	National Parasite Collection (WWW)	Papio_cynocephalus	0.867743516085677	0.00355146099773634
Pan troglodytes	Bertiella sp.	Kibale	30.41	0.45	1	1	0.01	Ashford et al. 2000	Pan_troglodytes	0.565665952699667	1.2659640003182
Pan troglodytes	Bertiella sp.	Ngogo	30.425	0.45	1	1	0	Muehlenbein 2005	Pan_troglodytes	0.356410913191902	0.705312067449378
Alouatta caraya	Bertiella mucronata	Bella Vista	-58.83	-28.5	3	2	0.07	Pope 1966	Alouatta_caraya	0.135219783839818	0.784901041098386
Alouatta caraya	Bertiella mucronata	Bella Vista	-58.83	-28.5	3	2	0.04	Pope 1966	Alouatta_caraya	1.99407523839304	1.29859052779221
Alouatta caraya	Bertiella mucronata	Bella Vista	-58.83	-28.5	3	2	0.12	Pope 1966	Alouatta_caraya	0.114720361496052	0.0279806895646595
Alouatta caraya	Bertiella mucronata	Bella Vista	-58.83	-28.5	3	2	0.1	Pope 1966	Alouatta_caraya	0.871372832747934	0.461204904383174
Alouatta caraya	Bertiella mucronata	Bella Vista	-58.83	-28.5	3	2	0.02	Pope 1966	Alouatta_caraya	2.42948843030522	1.37213438291204
Pongo pygmaeus	Bertiella sp.	Ketambe	97.65	3.68	1	1	0	Collet et al. 1986	Pongo_pygmaeus	0.366167919549859	0.306256766290908
Pongo pygmaeus	Bertiella sp.	Tanjung Putting	112.55	-3.38	2	2	0	Collet et al. 1986	Pongo_pygmaeus	0.404224093500688	0.305946675443103
Macaca fuscata	Bertiella sp.	Koshima	131.35	31.45	2	2	NA	Horii et al. 1982	Macaca_fuscata	1.19703475138078	0.129987324069272
Macaca fuscata	Bertiella sp.	Takasaki-yama	131.53	33.25	2	3	0.52	Kagei and Hasegawa 1974	Macaca_fuscata	0.493879269051031	0.0147254389163117
Pan troglodytes	Bertiella sp.	Mahale	29.73	-6.11	2	2	0.007	Kawabata and Nishida 1991	Pan_troglodytes	1.6085619430708	1.99635289381849
Trachypithecus cristatus	Bertiella sp.	Tanah Intan	115.03	-3.33	1	2	0.14	Palmieri et al. 1980a	Trachypithecus_cristatus	0.407953727971889	0.536811228946611
Papio cynocephalus	Bertiella sp.	Johannesburg	28.08	-26.2	2	2	0.037	Myers et al 1971	Papio_cynocephalus	1.39659831855622	0.574867865483741
Colobus guereza	Bertiella sp.	Kibale	30.41	0.45	1	1	0.002	Gillespie et al. 2005a	Colobus_guereza	0.248886070162256	0.174241518716865
Colobus angolensis	Bertiella sp.	Lake Nabugabo	31.883	-0.371	1	1	0	Gillespie et al. 2005a	Colobus_angolensis	0.516977717489254	1.28740760269825
Cercopithecus ascanius	Bertiella sp.	Kibale	30.41	0.45	1	1	0.004	Gillespie et al. 2004	Cercopithecus_ascanius	1.20580857582805	0.301426330844
Cercopithecus mitis	Bertiella sp.	Kibale	30.41	0.45	1	1	0	Gillespie et al. 2004	Cercopithecus_mitis	0.512268203484971	0.521617554133485
Cercopithecus lhoesti	Bertiella sp.	Kibale	30.41	0.45	1	1	0	Gillespie et al. 2004	Cercopithecus_lhoesti	0.320095031426277	0.435055085469586
Chlorocebus aethiops	Bertiella sp.	Lake Saka	30.2	0.7	2	2	0	Gillespie et al. 2004	Chlorocebus_aethiops	1.47884025779285	0.533182479442636
Pan troglodytes	Bertiella sp.	Kibale	30.41	0.45	1	1	0.028	Krief et al. 2005	Pan_troglodytes	0.503135534046974	0.602511323127256
Pan troglodytes	Bertiella sp.	Kibale	30.41	0.45	1	1	0	Krief et al. 2005	Pan_troglodytes	1.23242345105894	0.618751018973902
Trachypithecus cristatus	Bertiella sp.	Tanah Intan	115.03	-3.33	1	2	0	Palmieri et al. 1980a	Trachypithecus_cristatus	1.06475401287395	0.492084216462532
Trachypithecus cristatus	Bertiella sp.	Tanah Intan	115.03	-3.33	1	2	0.02	Palmieri et al. 1980a	Trachypithecus_cristatus	1.67819351765386	0.162869663872111
Cercocebus galeritus	Bertiella sp.	Tana River	40.1464	-1.869	2	2	0.113	Mbora and McPeek 2009	Cercocebus_galeritus	0.0161649660679798	2.72559037992243
Pan troglodytes	Bertiella sp.	Fongoli	-12.2	12.683	2	2	0.031	Howells et al. 2010	Pan_troglodytes	0.0138831070655665	0.38040032912886
Papio papio	Bertiella sp.	Fongoli	-12.2	12.683	2	2	0	Howells et al. 2010	Papio_papio	1.13803501674565	0.000500468315498127
Pan troglodytes	Bertiella sp.	Gombe	29.61	-4.7	2	2	0.077	Gillespie et al. 2010b	Pan_troglodytes	0.00838165468414527	0.0834522081325455
Pan troglodytes	Bertiella sp.	Gombe	29.61	-4.7	2	2	0.227	Gillespie et al. 2010b	Pan_troglodytes	1.07601947388669	0.125546099048094
Pan troglodytes	Bertiella sp.	Gombe	29.61	-4.7	2	2	0	Gillespie et al. 2010b	Pan_troglodytes	1.39922454782849	0.35561511014935
Pan troglodytes	Bertiella sp.	Gombe	29.61	-4.7	2	2	0	Gillespie et al. 2010b	Pan_troglodytes	0.118081868479417	0.692446524853725
Pan troglodytes	Bertiella sp.	Gombe	29.61	-4.7	2	2	0.08	Gillespie et al. 2010b	Pan_troglodytes	0.372015282447479	1.68328814879916
Pan troglodytes	Bertiella sp.	Gombe	29.61	-4.7	2	2	0	Gillespie et al. 2010b	Pan_troglodytes	0.32045834904183	0.521101101764262
Pan troglodytes	Bertiella sp.	Gombe	29.61	-4.7	2	2	0.128	Gillespie et al. 2010b	Pan_troglodytes	2.04070351868801	0.107464298814019
Pan troglodytes	Bertiella sp.	Gombe	29.61	-4.7	2	2	0	Gillespie et al. 2010b	Pan_troglodytes	1.21050563059022	1.43522214331059
Pan troglodytes	Bertiella sp.	Gombe	29.61	-4.7	2	2	0.2	Gillespie et al. 2010b	Pan_troglodytes	0.0817417391552932	1.79928317674076
Pan troglodytes	Bertiella sp.	Gombe	29.61	-4.7	2	2	0	Gillespie et al. 2010b	Pan_troglodytes	0.47429177110896	0.649687622014245
Pan troglodytes	Bertiella sp.	Gombe	29.61	-4.7	2	2	0.107	Gillespie et al. 2010b	Pan_troglodytes	0.223691446911858	0.986772210615569
Pan troglodytes	Bertiella sp.	Gombe	29.61	-4.7	2	2	0.13	Gillespie et al. 2010b	Pan_troglodytes	0.81988972665566	0.786417498665999
Pan troglodytes	Bertiella sp.	Gombe	29.61	-4.7	2	2	0	Gillespie et al. 2010b	Pan_troglodytes	0.360921427432171	0.598411268926512
Pan troglodytes	Bertiella sp.	Gombe	29.61	-4.7	2	2	0	Gillespie et al. 2010b	Pan_troglodytes	0.862978625933749	0.494065134333561
Papio ursinus	Bertiella studeri	Mkuzi	32.15	-27.65	1	1	0.037	Appleton et al. 1991	Papio_ursinus	0.956799333154016	0.158293214313891
Papio anubis	Bertiella studeri	Kilifi	39.85	-3.63	2	2	0.16	Kuntz and Myers 1967a	Papio_anubis	0.847708455750356	1.20668879225712
Papio anubis	Bertiella studeri	Mau Norak	36	-0.6	2	2	0.27	Kuntz and Myers 1967a	Papio_anubis	2.38611427090799	0.304455871041909
Papio ursinus	Bertiella studeri	Loskop	29.3	-25.44	2	2	0.47	Pettifer 1984	Papio_ursinus	1.18860112972013	0.729511030093465
Papio ursinus	Bertiella studeri	Suikerbosrand	28.25	-26.5	1	2	0.52	Pettifer 1984	Papio_ursinus	0.598227993686069	1.58835134539362
Papio ursinus	Bertiella studeri	Scrutton	30.38	-22.35	2	2	0.55	Pettifer 1984	Papio_ursinus	0.887305611679716	1.06048361091527
Papio ursinus	Bertiella studeri	Tweefontein	30.78	-25.08	2	2	NA	Pettifer 1984	Papio_ursinus	0.17160300251138	0.179768972237465
Macaca fuscata	Bertiella studeri	Suzuka Mountains	136.33	34.75	2	2	0.5	Ando et al. 1994	Macaca_fuscata	0.906263423431659	0.960695726616868
Papio ursinus	Bertiella studeri	Giant's Castle	29.48	-29.23	2	2	0.09	Appleton et al. 1986	Papio_ursinus	0.747370736411071	0.828401974824689
Papio cynocephalus	Bertiella studeri	Rift Valley	36	0.5	2	2	0.21	Kuntz and Moore 1973	Papio_cynocephalus	1.6152662471211	0.948211873988359
Papio anubis	Bertiella studeri	Kimani	37.08	-2.13	1	1	0.15	Kuntz and Myers 1967a	Papio_anubis	1.34813797809862	0.353849169651524
Papio ursinus	Bertiella studeri	Kruger	31.5	-23.83	2	2	0.26	McConnell et al. 1974	Papio_ursinus	1.5052749322397	0.522072265741934
Papio anubis	Bertiella studeri	Grumeti	34.33	-2.16	2	2	0.08	Myers and Kuntz 1967	Papio_anubis	0.79758206383046	0.107138556792149
Pan troglodytes	Bertiella studeri	Kibale	30.41	0.45	1	1	0.052	Wrangham 1995	Pan_troglodytes	0.845437662659409	0.997672783725883
Papio ursinus	Bertiella studeri	Transvaal	29.75	-25	3	2	0.042	Goldsmid and Rogers 1978	Papio_ursinus	1.02351591848115	0.579082315743478
Macaca fuscata	Bertiella studeri	Sakamoto	138.4	35	2	2	0.125	Gotoh 2000	Macaca_fuscata	0.104551310721073	1.21410720779647
Pan troglodytes	Bertiella studeri	Budongo	31.55	1.73	2	2	0.24	Huffman et al. 2009	Pan_troglodytes	1.42701580991157	1.22592441991941
Pan troglodytes	Bertiella studeri	Budongo	31.55	1.73	2	2	0.62	Barrows 1996, cited in Huffman et al. 2009	Pan_troglodytes	1.20975039223649	0.250470694902234
Propithecus verreauxi	Lemuris trichuroides	Beza Mahafaly	44.67	-23.5	1	1	0.385	Loudon 2009	Propithecus_verreauxi	1.31689875956533	1.14355967427649
Pan troglodytes	Blastocystis sp.	Kibale	30.41	0.45	1	1	0.27	Ashford et al. 2000	Pan_troglodytes	1.20942950598532	0.502524074576539
Papio anubis	Blastocystis hominis	Burka Dita	37.3	7.26	2	2	0.057	Legesse and Erko 2004	Papio_anubis	1.26189213915567	0.145659160889213
Papio anubis	Blastocystis hominis	Bishan Gari	38.71	7.6	3	2	0	Legesse and Erko 2004	Papio_anubis	0.418439759967697	0.703986247219039
Chlorocebus aethiops	Blastocystis hominis	Sodore	39.38	8.4	2	2	0.56	Legesse and Erko 2004	Chlorocebus_aethiops	1.16497030886846	0.755530259386666
Chlorocebus aethiops	Blastocystis hominis	Wondo Genet	38.41	6.6	2	2	0	Legesse and Erko 2004	Chlorocebus_aethiops	0.790421406128317	0.170340988342056
